Operation_Type,Workpiece_Material,Material_Hardness_HB,Tool_Diameter_mm,Number_of_Flutes,Tool_Coating,Tool_Wear_VB_mm,Rake_Angle_deg,Cutting_Speed_vc_mpm,Spindle_Speed_RPM,Feed_Rate_mm_rev,Axial_Depth_ap_mm,Radial_Depth_ae_mm,Feed_Speed_vf_mmpm,Coolant_Condition,Coolant_Flow_Rate_Lpm,Material_Removal_Rate_cm3_min,Cutting_Temperature_C,Cutting_Force_Fc_N,Spindle_Power_kW,Feed_Power_kW,Auxiliary_Power_kW,Cutting_Power_kW,Power_Consumption_kW,Specific_Energy_J_mm3,Carbon_Emission_Rate_kgCO2e_hr,Specific_Carbon_Emission_gCO2e_cm3
CNC Turning,Al 6061-T6 Aluminum,102.9,93.98,1,TiAlN,0.11,4.3,198.13,671.0,0.2815,2.36,0.28,188.9,Flood Coolant,30.43,131.773,111.4,847.76,0.668,0.18,1.85,3.174,6.252,2.85,3.4895,0.441
CNC Milling,AISI 1045 Steel,193.7,12.0,3,TiAlN,0.113,9.7,208.03,5518.2,0.1164,3.51,1.31,1926.6,Flood Coolant,27.63,8.831,94.1,58.03,3.263,0.458,1.85,0.226,5.924,40.25,3.3342,6.293
CNC Turning,AISI 304 Stainless Steel,202.8,100.81,1,Uncoated Carbide,0.187,-2.1,187.11,590.8,0.1251,1.73,0.13,73.9,Cryogenic (LN2),3.29,40.457,159.8,1305.29,0.641,0.162,1.35,4.893,6.668,9.89,3.9039,1.608
CNC Milling,AISI 1045 Steel,225.8,16.0,5,AlCrN,0.114,1.5,150.46,2993.2,0.1856,1.38,8.63,2777.3,Flood Coolant,17.09,33.11,143.7,554.62,1.688,0.594,1.85,1.655,5.683,10.3,3.2199,1.621
CNC Milling,Al 6061-T6 Aluminum,104.3,32.0,5,TiAlN,0.103,1.7,248.18,2468.7,0.1371,4.08,24.95,1691.9,Cryogenic (LN2),5.65,172.14,66.1,982.45,1.422,0.421,1.35,4.827,8.578,2.99,4.793,0.464
CNC Milling,Al 6061-T6 Aluminum,94.0,12.0,4,TiAlN,0.051,0.4,375.46,9959.5,0.1503,4.17,0.87,5985.7,Dry,0.0,21.778,91.6,45.0,7.207,1.108,0.5,0.328,9.415,25.94,4.5302,3.467
CNC Turning,Inconel 718 Superalloy,427.5,109.24,1,TiAlN,0.374,2.6,95.35,277.8,0.0891,3.83,0.09,24.7,MQL (Min Lubrication),0.06,32.511,666.8,4553.62,0.536,0.154,0.85,8.333,9.375,17.3,4.6638,2.391
CNC Milling,AISI 1045 Steel,216.0,8.0,2,TiCN,0.206,0.1,138.51,5511.3,0.1527,1.66,4.99,1683.6,Flood Coolant,17.75,13.941,133.9,377.2,3.258,0.419,1.85,1.049,7.07,30.43,3.8991,4.661
CNC Milling,AISI 304 Stainless Steel,216.3,6.0,2,Uncoated Carbide,0.242,8.7,79.04,4193.3,0.206,1.55,0.53,1727.9,Dry,0.0,1.406,155.3,48.97,2.376,0.426,0.5,0.073,3.343,142.7,1.6867,19.999
CNC Milling,AISI 1045 Steel,199.6,10.0,4,TiAlN,0.049,6.3,248.94,7924.1,0.1361,1.41,5.3,4315.0,Cryogenic (LN2),5.26,32.27,78.8,259.94,5.213,0.84,1.35,1.25,9.024,16.78,4.9941,2.579
CNC Turning,AISI 304 Stainless Steel,192.2,108.2,1,TiAlN,0.052,1.8,102.19,300.6,0.3827,3.75,0.38,115.0,Cryogenic (LN2),2.99,146.737,123.7,3533.38,0.544,0.168,1.35,7.068,9.278,3.79,5.1156,0.581
CNC Turning,AISI 304 Stainless Steel,203.4,50.44,1,AlCrN,0.214,7.9,165.25,1042.8,0.2877,2.67,0.29,300.1,Flood Coolant,27.38,126.828,359.7,2941.39,0.804,0.198,1.85,9.596,12.292,5.82,6.3812,0.839
CNC Milling,AISI 1045 Steel,227.8,6.0,4,TiCN,0.098,5.1,248.89,13203.9,0.0832,2.2,1.78,4395.9,Cryogenic (LN2),4.63,17.145,72.3,154.22,11.036,0.853,1.35,0.751,13.807,48.32,7.2756,7.072
CNC Turning,Al 6061-T6 Aluminum,97.6,106.27,1,Uncoated Carbide,0.084,3.1,191.49,573.6,0.3902,3.81,0.39,223.8,Dry,0.0,284.44,188.8,2230.01,0.635,0.186,0.5,8.245,9.354,1.97,4.5079,0.264
CNC Milling,AISI 304 Stainless Steel,197.3,20.0,4,TiAlN,0.221,7.9,214.02,3406.2,0.0509,2.5,3.36,693.4,MQL (Min Lubrication),0.24,5.818,169.5,91.16,1.913,0.261,0.85,0.367,3.324,34.28,1.7529,5.021
CNC Turning,Al 6061-T6 Aluminum,97.9,46.24,1,TiCN,0.023,9.3,450.0,3097.8,0.1595,2.31,0.16,494.1,Flood Coolant,19.52,165.549,85.2,363.26,1.744,0.229,1.85,3.213,7.103,2.57,3.8772,0.39
CNC Milling,AISI 1045 Steel,207.5,25.0,5,Uncoated Carbide,0.176,2.7,121.44,1546.2,0.1365,0.89,19.42,1055.7,Flood Coolant,27.4,18.295,141.6,658.32,1.005,0.319,1.85,1.524,4.464,14.64,2.6539,2.418
CNC Turning,Inconel 718 Superalloy,404.9,102.91,1,AlCrN,0.247,5.1,62.97,250.0,0.1524,1.06,0.15,38.1,MQL (Min Lubrication),0.25,10.166,343.9,1275.59,0.527,0.156,0.85,1.605,3.425,20.22,1.8069,2.962
CNC Milling,Inconel 718 Superalloy,414.8,6.0,2,Uncoated Carbide,0.45,-3.7,40.32,2139.1,0.0644,1.36,2.67,275.4,Flood Coolant,29.47,1.001,191.9,354.1,1.266,0.194,1.85,0.277,3.408,204.25,2.2186,36.931
CNC Turning,Inconel 718 Superalloy,385.8,38.13,1,Uncoated Carbide,0.355,-1.6,49.67,414.6,0.2054,2.39,0.21,85.2,Dry,0.0,24.399,726.5,4800.0,0.581,0.164,0.5,4.518,5.864,14.42,2.9114,1.989
CNC Milling,Al 6061-T6 Aluminum,103.4,20.0,4,Uncoated Carbide,0.069,-5.5,412.01,6557.3,0.1039,2.35,1.75,2724.6,Flood Coolant,26.4,11.256,61.6,45.0,4.051,0.586,1.85,0.348,6.453,34.39,3.5765,5.295
CNC Milling,Al 6061-T6 Aluminum,106.4,12.0,5,TiCN,0.085,-6.0,165.63,4393.4,0.1852,0.52,3.09,4068.2,Flood Coolant,30.2,6.548,45.0,45.0,2.502,0.801,1.85,0.14,5.425,49.72,3.0917,7.87
CNC Milling,Ti-6Al-4V Titanium,330.2,10.0,3,TiAlN,0.213,6.3,57.07,1816.6,0.0798,2.57,5.43,434.8,MQL (Min Lubrication),0.23,6.083,210.5,610.89,1.12,0.22,0.85,0.695,2.992,29.51,1.5934,4.366
CNC Milling,AISI 1045 Steel,207.6,12.0,4,Uncoated Carbide,0.217,8.2,180.2,4779.9,0.1259,1.02,8.72,2406.3,Flood Coolant,17.59,21.492,176.7,530.55,2.752,0.535,1.85,1.853,7.396,20.65,4.0564,3.146
CNC Milling,Ti-6Al-4V Titanium,335.3,16.0,4,AlCrN,0.142,9.1,74.85,1489.1,0.1305,2.52,9.47,777.1,MQL (Min Lubrication),0.1,18.533,232.7,975.65,0.981,0.274,0.85,1.415,3.69,11.95,1.9092,1.717
CNC Turning,Al 6061-T6 Aluminum,100.2,29.34,1,TiAlN,0.063,4.1,162.57,1763.4,0.3518,1.31,0.35,620.4,Flood Coolant,25.42,75.158,87.2,472.45,1.097,0.249,1.85,1.474,4.765,3.8,2.7738,0.615
CNC Milling,Inconel 718 Superalloy,429.3,10.0,4,TiAlN,0.079,-5.0,101.55,3232.4,0.0717,4.32,0.85,927.4,Flood Coolant,19.36,3.419,101.2,92.57,1.817,0.298,1.85,0.184,4.303,75.52,2.5575,12.467
CNC Turning,AISI 304 Stainless Steel,205.6,61.73,1,Uncoated Carbide,0.401,-4.7,118.23,609.6,0.0621,2.5,0.06,37.8,Flood Coolant,33.51,18.323,304.4,1932.79,0.647,0.156,1.85,4.568,7.379,24.16,4.092,3.722
CNC Turning,AISI 1045 Steel,208.0,70.6,1,AlCrN,0.021,7.5,185.66,837.0,0.251,0.96,0.25,210.1,Flood Coolant,15.92,44.85,124.3,458.03,0.728,0.184,1.85,1.605,4.593,6.14,2.6844,0.998
CNC Turning,Ti-6Al-4V Titanium,346.3,87.81,1,TiCN,0.069,-3.3,68.18,250.0,0.248,1.45,0.25,62.0,Dry,0.0,24.524,292.3,1772.07,0.527,0.16,0.5,2.382,3.725,9.11,1.8311,1.244
CNC Turning,Inconel 718 Superalloy,397.3,62.21,1,TiCN,0.419,-3.6,48.53,250.0,0.1764,1.99,0.18,44.1,Flood Coolant,30.57,17.063,463.0,4320.32,0.527,0.157,1.85,4.127,6.517,22.92,3.6877,3.602
CNC Turning,AISI 1045 Steel,205.1,97.52,1,Uncoated Carbide,0.083,-4.7,136.16,444.4,0.2259,1.64,0.23,100.4,Flood Coolant,33.17,50.329,161.6,1299.89,0.591,0.166,1.85,3.365,5.97,7.12,3.3498,1.109
CNC Milling,AISI 304 Stainless Steel,197.2,6.0,4,TiAlN,0.058,-1.3,171.69,9108.2,0.1465,1.66,2.17,5338.8,MQL (Min Lubrication),0.23,19.224,141.7,282.68,6.335,1.004,0.85,0.934,9.391,29.31,4.6001,3.988
CNC Turning,AISI 304 Stainless Steel,198.8,99.03,1,TiCN,0.097,-3.5,165.03,530.4,0.2039,2.8,0.2,108.2,Dry,0.0,94.306,402.4,2543.33,0.62,0.167,0.5,8.308,9.601,6.11,4.6276,0.818
CNC Milling,AISI 1045 Steel,200.9,25.0,4,TiAlN,0.121,2.1,159.3,2028.3,0.0903,2.04,3.31,732.7,MQL (Min Lubrication),0.15,4.945,92.1,59.55,1.215,0.267,0.85,0.19,2.441,29.62,1.3116,4.42
CNC Turning,AISI 1045 Steel,216.7,29.4,1,TiAlN,0.15,9.4,243.7,2638.7,0.2583,4.0,0.26,681.6,Flood Coolant,23.19,251.743,297.6,3108.24,1.506,0.259,1.85,14.846,18.994,4.53,9.5504,0.632
CNC Turning,AISI 304 Stainless Steel,187.5,102.65,1,AlCrN,0.33,0.4,196.61,609.7,0.3545,3.15,0.35,216.1,Dry,0.0,219.589,1024.9,4800.0,0.647,0.185,0.5,18.442,20.46,5.59,9.838,0.747
CNC Milling,Al 6061-T6 Aluminum,103.3,25.0,4,Uncoated Carbide,0.122,5.0,451.0,5742.4,0.1244,0.99,0.52,2858.5,Flood Coolant,30.94,1.461,58.5,45.0,3.426,0.607,1.85,0.392,6.192,254.31,3.4636,39.512
CNC Milling,AISI 1045 Steel,198.8,10.0,4,TiCN,0.198,-1.6,118.13,3760.3,0.1027,1.94,2.4,1544.9,Dry,0.0,7.217,182.9,207.31,2.115,0.397,0.5,0.487,3.512,29.2,1.7571,4.058
CNC Milling,AISI 304 Stainless Steel,197.6,12.0,4,TiAlN,0.074,5.6,134.69,3572.6,0.168,2.42,7.85,2401.1,Flood Coolant,32.89,45.681,153.3,946.06,2.007,0.534,1.85,2.396,6.739,8.85,3.7134,1.355
CNC Turning,Al 6061-T6 Aluminum,98.3,84.58,1,TiCN,0.063,9.5,241.37,908.4,0.2596,2.69,0.26,235.9,Cryogenic (LN2),4.86,168.715,69.0,655.74,0.754,0.188,1.35,2.983,5.535,1.97,3.3393,0.33
CNC Turning,Inconel 718 Superalloy,405.0,24.98,1,Uncoated Carbide,0.45,-1.6,56.64,721.8,0.158,0.87,0.16,114.0,Dry,0.0,7.762,744.5,2601.61,0.686,0.168,0.5,2.88,4.092,31.63,2.0934,4.495
CNC Milling,Inconel 718 Superalloy,397.4,8.0,4,TiAlN,0.22,8.4,99.4,3955.2,0.0807,3.28,0.82,1277.4,Flood Coolant,16.36,3.446,143.7,117.25,2.231,0.354,1.85,0.221,4.484,78.07,2.6736,12.93
CNC Turning,AISI 304 Stainless Steel,203.1,72.49,1,TiCN,0.164,7.4,92.43,405.9,0.2372,1.6,0.24,96.3,Flood Coolant,24.72,35.137,210.1,1409.72,0.578,0.165,1.85,2.534,5.096,8.7,2.9518,1.4
CNC Turning,Inconel 718 Superalloy,414.1,61.33,1,AlCrN,0.045,9.3,69.56,361.0,0.2804,3.46,0.28,101.2,Flood Coolant,20.15,67.426,228.2,3435.27,0.563,0.166,1.85,4.702,6.993,6.22,3.8286,0.946
CNC Milling,AISI 1045 Steel,216.8,10.0,4,AlCrN,0.049,1.1,96.33,3066.3,0.162,3.96,7.91,1987.5,Flood Coolant,23.12,62.347,133.2,1570.89,1.727,0.468,1.85,2.862,7.271,7.0,3.9616,1.059
CNC Milling,Al 6061-T6 Aluminum,92.0,20.0,6,TiAlN,0.041,-5.7,429.77,6840.0,0.1316,2.85,13.94,5400.2,MQL (Min Lubrication),0.12,214.433,143.8,640.77,4.28,1.014,0.85,5.439,11.153,3.12,5.4342,0.422
CNC Turning,Ti-6Al-4V Titanium,329.8,102.74,1,Uncoated Carbide,0.397,0.1,142.78,442.4,0.3911,0.73,0.39,173.0,Dry,0.0,40.49,1150.0,3168.89,0.59,0.178,0.5,8.703,9.112,13.5,4.4645,1.838
CNC Turning,AISI 1045 Steel,210.2,98.76,1,TiCN,0.07,0.4,100.41,323.6,0.2619,1.34,0.26,84.8,MQL (Min Lubrication),0.19,35.147,160.7,938.04,0.551,0.164,0.85,1.791,3.498,5.97,1.8034,0.855
CNC Turning,AISI 304 Stainless Steel,191.1,70.27,1,TiAlN,0.212,6.0,180.03,815.5,0.3875,0.56,0.39,316.0,Flood Coolant,32.02,38.808,272.9,825.17,0.72,0.201,1.85,2.846,5.611,8.68,3.2072,1.377
CNC Milling,AISI 1045 Steel,199.6,6.0,4,TiCN,0.071,5.6,95.34,5057.9,0.1211,2.37,1.71,2450.5,Flood Coolant,17.3,9.95,77.0,187.21,2.939,0.542,1.85,0.336,5.66,34.13,3.2005,5.361
CNC Milling,Al 6061-T6 Aluminum,98.1,25.0,6,TiAlN,0.114,0.3,420.61,5355.4,0.1489,3.0,11.42,4784.0,Flood Coolant,21.11,164.073,97.9,475.81,3.146,0.915,1.85,3.932,10.223,3.74,5.3765,0.546
CNC Milling,AISI 304 Stainless Steel,202.2,8.0,3,TiAlN,0.442,-0.5,198.29,7889.6,0.1182,1.67,5.35,2796.7,Flood Coolant,32.13,24.916,396.8,1005.78,5.182,0.597,1.85,3.893,11.801,28.42,6.2032,4.149
CNC Milling,Ti-6Al-4V Titanium,342.5,6.0,4,TiCN,0.371,-4.7,124.41,6600.4,0.1597,0.75,3.45,4217.5,Dry,0.0,10.975,588.7,840.51,4.086,0.825,0.5,2.01,7.419,40.56,3.6538,5.549
CNC Milling,AISI 1045 Steel,214.7,16.0,4,Uncoated Carbide,0.188,7.2,237.85,4731.8,0.0895,0.64,5.58,1693.6,Dry,0.0,6.024,187.1,108.69,2.72,0.421,0.5,0.509,4.108,40.92,2.0377,5.638
CNC Turning,AISI 1045 Steel,219.2,33.08,1,TiCN,0.234,-4.4,196.78,1893.5,0.3648,1.16,0.36,690.8,Flood Coolant,32.32,83.099,313.5,1728.03,1.154,0.261,1.85,6.542,9.704,7.01,5.1561,1.034
CNC Milling,Inconel 718 Superalloy,409.2,25.0,5,TiAlN,0.115,7.1,57.56,732.9,0.177,1.85,18.01,648.5,MQL (Min Lubrication),0.16,21.565,284.1,1892.47,0.69,0.254,0.85,2.127,4.187,11.65,2.1396,1.654
CNC Turning,Al 6061-T6 Aluminum,96.0,62.15,1,AlCrN,0.088,1.1,354.35,1814.7,0.3257,0.75,0.33,591.1,Dry,0.0,86.186,151.0,317.64,1.12,0.245,0.5,2.166,3.711,2.58,1.8282,0.354
CNC Milling,Inconel 718 Superalloy,413.0,25.0,6,Uncoated Carbide,0.447,-1.9,102.65,1307.0,0.1888,4.13,18.16,1480.9,MQL (Min Lubrication),0.07,111.188,921.7,4500.0,0.907,0.387,0.85,9.075,10.494,5.66,5.2136,0.781
CNC Turning,AISI 1045 Steel,194.7,72.17,1,TiAlN,0.062,1.4,164.28,724.5,0.2612,0.88,0.26,189.3,Flood Coolant,28.35,37.724,112.4,563.87,0.687,0.18,1.85,1.742,4.754,7.56,2.7686,1.223
CNC Milling,AISI 1045 Steel,189.6,6.0,4,AlCrN,0.252,1.3,242.64,12872.3,0.0938,2.06,4.16,4832.2,MQL (Min Lubrication),0.06,41.343,289.7,771.54,10.608,0.923,0.85,3.726,17.402,25.25,8.447,3.405
CNC Milling,AISI 304 Stainless Steel,210.9,6.0,2,TiCN,0.027,3.4,143.17,7595.4,0.1036,2.46,0.69,1573.1,Flood Coolant,17.02,2.68,70.6,45.0,4.921,0.402,1.85,0.127,6.891,154.3,3.7773,23.493
CNC Milling,AISI 304 Stainless Steel,195.9,32.0,4,AlCrN,0.226,3.2,218.37,2172.2,0.1355,3.64,6.24,1177.5,Flood Coolant,16.28,26.751,213.2,330.8,1.281,0.338,1.85,1.364,4.842,10.86,2.8452,1.773
CNC Turning,AISI 1045 Steel,214.3,100.22,1,TiCN,0.061,8.7,152.57,484.6,0.2142,1.51,0.21,103.8,Cryogenic (LN2),5.12,49.334,90.1,723.22,0.604,0.167,1.35,2.163,4.455,5.42,2.8259,0.955
CNC Turning,Al 6061-T6 Aluminum,95.3,69.96,1,AlCrN,0.038,5.7,385.83,1755.4,0.2482,3.02,0.25,435.7,Flood Coolant,28.49,289.076,109.3,685.77,1.094,0.22,1.85,5.191,8.119,1.69,4.3624,0.252
CNC Milling,AISI 304 Stainless Steel,202.0,8.0,2,TiAlN,0.011,1.4,134.2,5339.5,0.0538,2.67,4.14,574.5,Flood Coolant,34.12,6.348,88.1,140.24,3.135,0.242,1.85,0.372,5.656,53.47,3.1881,8.371
CNC Milling,AISI 1045 Steel,226.1,6.0,3,Uncoated Carbide,0.061,5.5,110.3,5851.9,0.0797,0.91,4.93,1398.4,Flood Coolant,25.82,6.237,76.6,206.66,3.507,0.374,1.85,0.443,5.841,56.19,3.2842,8.776
CNC Turning,AISI 304 Stainless Steel,208.3,24.83,1,AlCrN,0.164,-0.7,80.01,1025.6,0.0901,2.96,0.09,92.4,Flood Coolant,30.91,21.354,169.4,1360.46,0.798,0.165,1.85,2.096,4.781,13.43,2.8021,2.187
CNC Milling,Ti-6Al-4V Titanium,324.0,16.0,4,AlCrN,0.3,-2.3,102.36,2036.3,0.1599,0.75,8.81,1302.5,Cryogenic (LN2),2.38,8.578,144.5,481.66,1.218,0.358,1.35,0.93,4.199,29.37,2.757,5.357
CNC Milling,Al 6061-T6 Aluminum,104.9,10.0,5,TiCN,0.049,5.1,464.51,14785.8,0.0596,1.76,6.75,4403.2,MQL (Min Lubrication),0.07,52.434,81.4,163.14,13.193,0.855,0.85,1.453,16.759,19.18,8.098,2.574
CNC Turning,AISI 304 Stainless Steel,178.1,84.62,1,TiCN,0.152,4.2,87.91,330.7,0.3122,2.67,0.31,103.3,MQL (Min Lubrication),0.15,73.22,330.6,2869.78,0.553,0.167,0.85,5.063,6.048,4.96,3.0315,0.69
CNC Turning,AISI 304 Stainless Steel,194.3,44.89,1,AlCrN,0.201,-5.6,126.71,898.4,0.2385,2.14,0.24,214.3,Cryogenic (LN2),4.36,64.699,175.5,2244.8,0.75,0.184,1.35,5.547,7.802,7.24,4.4455,1.145
CNC Milling,AISI 1045 Steel,231.4,32.0,6,Uncoated Carbide,0.11,-3.0,251.17,2498.4,0.1161,2.82,10.63,1740.2,Flood Coolant,18.12,52.266,159.6,655.61,1.437,0.428,1.85,3.234,6.758,7.76,3.73,1.189
CNC Milling,Inconel 718 Superalloy,420.0,6.0,3,TiCN,0.098,-3.3,55.9,2965.5,0.1877,0.64,5.32,1669.5,Dry,0.0,5.722,247.9,700.41,1.674,0.417,0.5,0.743,3.416,35.82,1.69,4.922
CNC Turning,Inconel 718 Superalloy,402.3,94.59,1,Uncoated Carbide,0.45,6.2,59.07,250.0,0.1989,2.85,0.2,49.7,MQL (Min Lubrication),0.14,33.498,749.4,4800.0,0.527,0.158,0.85,5.338,6.845,12.26,3.4809,1.732
CNC Milling,Ti-6Al-4V Titanium,345.2,10.0,4,Uncoated Carbide,0.078,-3.0,127.6,4061.6,0.0868,4.36,4.19,1409.5,Flood Coolant,30.72,25.765,179.7,915.47,2.295,0.376,1.85,2.286,6.893,16.05,3.7873,2.45
CNC Milling,AISI 1045 Steel,207.2,10.0,4,TiAlN,0.013,9.2,197.86,6298.2,0.0427,2.48,8.31,1075.3,Flood Coolant,21.92,22.169,78.2,324.21,3.847,0.322,1.85,1.24,7.256,19.64,3.9484,2.968
CNC Turning,AISI 304 Stainless Steel,201.9,37.91,1,AlCrN,0.18,-3.9,134.9,1132.7,0.1109,1.45,0.11,125.6,Flood Coolant,21.82,21.708,182.1,838.59,0.839,0.17,1.85,2.25,4.978,13.76,2.8993,2.226
CNC Turning,Ti-6Al-4V Titanium,314.8,98.23,1,TiCN,0.2,6.1,120.97,392.0,0.0967,1.83,0.1,37.9,Cryogenic (LN2),2.42,21.387,143.1,1027.31,0.573,0.156,1.35,2.429,4.352,12.21,2.8064,2.187
CNC Milling,Inconel 718 Superalloy,404.7,10.0,5,AlCrN,0.022,9.0,96.61,3075.1,0.0416,4.26,6.79,639.5,Flood Coolant,17.17,18.513,126.9,825.37,1.732,0.252,1.85,1.548,5.603,18.16,3.1646,2.849
CNC Turning,Inconel 718 Superalloy,384.3,92.76,1,Uncoated Carbide,0.124,-3.0,43.47,250.0,0.3125,1.17,0.31,78.1,MQL (Min Lubrication),0.2,15.959,296.8,2459.77,0.527,0.163,0.85,2.066,3.832,14.41,1.9728,2.06
CNC Turning,Al 6061-T6 Aluminum,93.5,38.75,1,TiAlN,0.022,-4.5,450.0,3696.3,0.2572,1.32,0.26,950.7,Flood Coolant,24.0,153.247,76.0,361.85,2.078,0.302,1.85,3.208,7.456,2.92,4.0444,0.44
CNC Milling,AISI 1045 Steel,211.9,12.0,5,Uncoated Carbide,0.085,1.1,186.14,4937.4,0.1574,2.87,7.59,3886.0,Dry,0.0,84.602,293.8,1725.34,2.858,0.772,0.5,6.046,10.207,7.24,4.9132,0.968
CNC Turning,Inconel 718 Superalloy,417.9,26.5,1,Uncoated Carbide,0.031,-2.9,60.78,730.2,0.3157,2.58,0.32,230.5,MQL (Min Lubrication),0.09,49.585,306.0,4228.61,0.689,0.187,0.85,5.063,6.878,8.32,3.4018,1.143
CNC Milling,Ti-6Al-4V Titanium,343.7,10.0,4,TiAlN,0.169,-5.3,81.77,2602.8,0.1444,1.59,7.13,1503.5,Cryogenic (LN2),5.36,16.996,139.6,1144.24,1.488,0.391,1.35,1.801,5.059,17.86,3.1354,3.075
CNC Milling,Al 6061-T6 Aluminum,105.7,6.0,2,TiAlN,0.019,-5.6,344.35,18000.0,0.1452,2.59,0.99,5226.3,Flood Coolant,17.98,13.382,45.0,45.0,18.162,0.986,1.85,0.297,21.366,95.8,10.6515,13.266
CNC Turning,AISI 304 Stainless Steel,205.4,61.02,1,TiAlN,0.159,-1.4,173.96,907.4,0.1678,2.35,0.17,152.2,Flood Coolant,17.19,68.457,268.3,1845.73,0.754,0.174,1.85,6.28,9.107,7.98,4.856,1.182
CNC Milling,AISI 304 Stainless Steel,192.6,6.0,4,Uncoated Carbide,0.222,9.7,84.39,4476.9,0.1531,2.52,3.88,2741.8,Flood Coolant,24.58,26.814,211.6,1459.99,2.555,0.589,1.85,2.439,7.231,16.18,3.979,2.473
CNC Milling,AISI 304 Stainless Steel,189.4,6.0,3,TiAlN,0.028,2.9,178.26,9456.9,0.1305,1.37,0.63,3701.9,MQL (Min Lubrication),0.14,3.209,102.9,45.0,6.685,0.742,0.85,0.159,8.595,160.7,4.2166,21.901
CNC Milling,AISI 1045 Steel,213.8,16.0,4,AlCrN,0.268,10.0,202.54,4029.5,0.1885,2.88,3.36,3037.9,Dry,0.0,29.401,330.6,396.31,2.276,0.636,0.5,1.562,4.958,10.12,2.4599,1.394
CNC Milling,AISI 304 Stainless Steel,215.2,10.0,5,TiCN,0.04,7.5,98.72,3142.3,0.1249,2.05,7.44,1962.0,Flood Coolant,34.43,29.927,123.8,841.63,1.768,0.464,1.85,1.612,5.644,11.32,3.187,1.775
CNC Turning,Al 6061-T6 Aluminum,102.5,43.63,1,AlCrN,0.009,4.6,272.38,1987.3,0.2862,2.45,0.29,568.7,MQL (Min Lubrication),0.2,191.019,107.3,621.15,1.196,0.241,0.85,3.25,5.188,1.63,2.5952,0.226
CNC Turning,AISI 1045 Steel,239.1,91.94,1,AlCrN,0.014,-0.0,252.52,874.2,0.183,2.95,0.18,160.0,Flood Coolant,27.08,136.232,154.9,1296.66,0.741,0.176,1.85,6.536,8.927,3.93,4.7421,0.58
CNC Turning,AISI 1045 Steel,231.9,88.67,1,TiAlN,0.244,7.5,195.58,702.1,0.3386,2.17,0.34,237.7,Flood Coolant,18.28,143.62,351.9,2812.12,0.679,0.188,1.85,10.885,13.362,5.58,6.8962,0.8
CNC Milling,AISI 1045 Steel,206.7,16.0,4,TiCN,0.052,3.8,168.16,3345.4,0.066,4.41,5.27,883.0,MQL (Min Lubrication),0.18,20.535,104.5,276.85,1.879,0.291,0.85,0.903,3.85,11.25,1.967,1.596
CNC Milling,AISI 304 Stainless Steel,204.3,10.0,4,TiCN,0.104,-5.8,129.43,4119.8,0.1626,3.54,8.21,2679.1,Cryogenic (LN2),4.78,77.947,126.9,2235.38,2.331,0.579,1.35,5.565,9.737,7.5,5.3436,1.143
CNC Milling,Inconel 718 Superalloy,374.4,6.0,4,TiAlN,0.271,-3.1,71.15,3774.7,0.1166,1.71,4.97,1760.8,Cryogenic (LN2),3.67,14.945,194.8,1854.83,2.124,0.432,1.35,2.514,6.822,27.39,3.9961,4.456
CNC Milling,AISI 1045 Steel,213.8,32.0,5,AlCrN,0.114,7.3,127.47,1267.9,0.1277,2.63,14.21,809.5,Flood Coolant,17.0,30.242,108.0,545.32,0.891,0.28,1.85,1.352,4.389,8.71,2.6052,1.436
CNC Milling,AISI 1045 Steel,200.3,10.0,4,TiAlN,0.071,-2.6,199.27,6342.9,0.0561,1.01,8.93,1423.5,Cryogenic (LN2),3.59,12.817,45.7,238.8,3.882,0.378,1.35,0.901,6.681,31.27,3.8853,5.052
CNC Turning,Inconel 718 Superalloy,386.5,62.97,1,Uncoated Carbide,0.122,2.0,45.35,250.0,0.0934,3.89,0.09,23.4,MQL (Min Lubrication),0.11,16.471,250.5,2920.56,0.527,0.154,0.85,2.64,4.266,15.54,2.1787,2.205
CNC Turning,Al 6061-T6 Aluminum,105.6,25.04,1,TiCN,0.049,1.0,187.13,2379.0,0.3149,1.43,0.31,749.2,Flood Coolant,15.91,84.156,72.1,470.64,1.379,0.27,1.85,1.689,5.476,3.9,3.109,0.616
CNC Turning,AISI 1045 Steel,209.2,92.47,1,TiCN,0.021,5.1,263.37,906.6,0.3698,3.48,0.37,335.3,Flood Coolant,23.42,338.895,224.7,2406.61,0.753,0.204,1.85,12.628,16.067,2.84,8.1348,0.4
CNC Milling,Al 6061-T6 Aluminum,105.8,6.0,3,TiCN,0.034,-2.4,287.97,15277.5,0.1258,2.24,1.04,5764.6,Dry,0.0,13.462,62.6,45.0,13.903,1.072,0.5,0.257,15.897,70.85,7.6062,9.417
CNC Turning,Ti-6Al-4V Titanium,357.4,51.84,1,TiAlN,0.225,1.4,113.02,693.9,0.2287,1.06,0.23,158.7,MQL (Min Lubrication),0.18,27.483,432.7,1603.89,0.676,0.175,0.85,3.43,5.206,11.37,2.6481,1.606
CNC Milling,Al 6061-T6 Aluminum,98.5,25.0,4,TiAlN,0.091,7.8,217.74,2772.3,0.0513,4.01,17.35,568.6,MQL (Min Lubrication),0.06,39.581,89.5,303.43,1.574,0.241,0.85,1.265,3.965,6.01,2.0295,0.855
